id,tipo,lat,lon,privada,personas,fecha
4214,"Escuelas de educación superior del sector público",32.6198774,-115.3985615,0,7,2010-07-01
4216,"Escuelas de educación superior del sector público",32.5369151,-116.9287247,0,6,2010-07-01
4217,"Escuelas de educación superior del sector público",32.5287956,-116.9878324,0,7,2010-07-01
5158,"Escuelas de educación media superior del sector público",32.6130316,-115.4489581,0,6,2010-07-01
5251,"Escuelas de educación media superior del sector público",32.5177858,-117.0042983,0,7,2010-07-01
5501,"Escuelas de educación secundaria técnica del sector público",31.8837049,-116.6088429,0,6,2010-07-01
5502,"Escuelas de educación secundaria técnica del sector público",31.8903592,-116.5815035,0,6,2010-07-01
5666,"Escuelas de educación superior del sector privado",32.5092191,-116.9733279,1,6,2010-07-01
5682,"Escuelas de educación superior del sector privado",31.8566197,-116.6095101,1,7,2010-07-01
5683,"Escuelas de educación superior del sector privado",32.6222744,-115.4042079,1,7,2010-07-01
5694,"Escuelas de educación superior del sector público",32.5300481,-116.9662644,0,7,2010-07-01
5709,"Escuelas de educación superior del sector privado",32.6211608,-115.3873472,1,7,2010-07-01
5711,"Escuelas de educación superior del sector público",32.6303938,-115.4645099,0,6,2010-07-01
5728,"Escuelas de educación superior del sector privado",32.6307965,-115.4137841,1,6,2010-07-01
2236,"Escuelas de educación media superior del sector público",32.4765349,-116.9434852,0,6,2012-06-01
1806,"Escuelas de educación media superior del sector público",31.8043921,-116.5935917,0,6,2014-12-01
1818,"Escuelas de educación media superior del sector público",32.4694726,-117.0054174,0,6,2014-12-01
1825,"Escuelas de educación media superior del sector público",32.6255780,-115.3730426,0,6,2014-12-01
1968,"Escuelas de educación superior del sector público",32.6311558,-115.4403675,0,6,2014-12-01
1976,"Escuelas de educación superior del sector público",31.8677347,-116.6647811,0,7,2014-12-01
2357,"Escuelas del sector privado que combinan diversos niveles de educación",32.6262391,-115.4013432,1,6,2014-12-01
2419,"Escuelas del sector privado que combinan diversos niveles de educación",32.6041669,-115.3714892,1,6,2014-12-01
2520,"Escuelas de educación superior del sector público",32.6632134,-115.4696669,0,7,2014-12-01
2809,"Escuelas de educación media superior del sector público",32.4968865,-116.8553254,0,6,2014-12-01
3630,"Escuelas de educación secundaria general del sector público",32.6561302,-115.5010647,0,6,2014-12-01
3733,"Escuelas de educación secundaria técnica del sector público",32.6173774,-115.4811806,0,6,2014-12-01
3789,"Escuelas de educación media superior del sector público",32.6145664,-115.3836488,0,6,2014-12-01
3861,"Escuelas de educación superior del sector público",32.6336719,-115.4429193,0,6,2014-12-01
3867,"Escuelas de educación superior del sector público",32.6317566,-115.4462996,0,6,2014-12-01
3868,"Escuelas de educación superior del sector público",32.6640545,-115.4666618,0,6,2014-12-01
3872,"Escuelas de educación superior del sector público",32.6320703,-115.4429165,0,7,2014-12-01
4211,"Escuelas de educación superior del sector público",31.8043954,-116.5935694,0,6,2014-12-01
5160,"Escuelas de educación media superior del sector público",32.4814638,-116.9257861,0,6,2014-12-01
5696,"Escuelas de educación superior del sector público",31.8643640,-116.6674845,0,7,2014-12-01
5698,"Escuelas de educación superior del sector público",32.6245220,-115.3768249,0,6,2014-12-01
5699,"Escuelas de educación superior del sector privado",32.6333194,-115.4471221,1,6,2014-12-01
5700,"Escuelas de educación superior del sector privado",32.5248523,-117.0145429,1,6,2014-12-01
5701,"Escuelas de educación superior del sector privado",31.8325188,-116.5919113,1,6,2014-12-01
5719,"Escuelas de educación superior del sector público",32.6251830,-115.3767843,0,6,2014-12-01
5726,"Escuelas de educación superior del sector privado",32.6644751,-115.4523644,1,7,2014-12-01
5729,"Escuelas de educación superior del sector privado",32.5142142,-116.9580827,1,7,2014-12-01
5730,"Escuelas de educación superior del sector privado",32.6487960,-115.3783351,1,6,2016-10-01
2480,"Escuelas de educación superior del sector privado",32.5003826,-116.9476264,1,6,2018-11-01
1822,"Escuelas de educación media superior del sector público",32.4682025,-116.8631774,0,6,2019-11-01
1939,"Escuelas de educación superior del sector privado",32.5014082,-116.9986202,1,6,2019-11-01
5723,"Escuelas de educación superior del sector público",32.4606116,-116.8242244,0,7,2019-11-01
1969,"Escuelas del sector privado que combinan diversos niveles de educación",32.5268204,-117.0287704,1,6,2020-11-01
4209,"Escuelas de educación superior del sector público",31.8073595,-116.5960300,0,7,2020-11-01
4212,"Escuelas de educación superior del sector público",31.8047664,-116.5909870,0,6,2020-11-01
4213,"Escuelas de educación superior del sector público",32.6197376,-115.3966585,0,7,2020-11-01
4215,"Escuelas de educación superior del sector público",32.5288629,-116.9869916,0,7,2020-11-01
5529,"Escuelas del sector privado que combinan diversos niveles de educación",32.5013017,-116.9469583,1,7,2020-11-01
5865,"Escuelas de educación superior del sector público",24.1487110,-110.3107353,0,6,2010-07-01
5866,"Escuelas de educación secundaria general del sector público",24.1419273,-110.3125462,0,6,2010-07-01
5908,"Escuelas de educación media superior del sector público",24.1349787,-110.3169698,0,6,2010-07-01
5950,"Escuelas de educación media superior del sector público",22.8962508,-109.9430771,0,6,2010-07-01
5991,"Escuelas de educación media superior del sector público",24.1101812,-110.3150479,0,6,2010-07-01
5992,"Escuelas de educación media superior del sector público",24.1291746,-110.3189838,0,6,2010-07-01
6044,"Escuelas de educación media superior del sector público",24.1334004,-110.3203531,0,6,2010-07-01
6361,"Escuelas de educación secundaria técnica del sector público",24.1112925,-110.3169157,0,6,2010-07-01
6367,"Escuelas de educación secundaria técnica del sector público",24.1301511,-110.3362539,0,6,2010-07-01
6874,"Escuelas de educación superior del sector privado",24.1551219,-110.3030676,1,6,2010-07-01
6882,"Escuelas de educación superior del sector público",24.0997705,-110.3167434,0,7,2010-07-01
6894,"Escuelas de educación superior del sector privado",23.0559381,-109.6936349,1,6,2010-07-01
6895,"Escuelas de educación superior del sector privado",24.1424642,-110.3333947,1,7,2010-07-01
6457,"Escuelas de educación superior del sector público",23.0799497,-109.7165627,0,7,2014-12-01
6498,"Escuelas de educación superior del sector público",25.0427099,-111.6391918,0,6,2014-12-01
5942,"Escuelas de educación superior del sector público",24.1400843,-110.3516877,0,6,2016-01-01
6875,"Escuelas de educación superior del sector privado",22.9071971,-109.9470440,1,7,2017-03-01
5941,"Escuelas de educación superior del sector público",24.1414294,-110.3514781,0,6,2019-11-01
6089,"Escuelas de educación técnica superior del sector público",24.0873108,-110.3682608,0,6,2019-11-01
6360,"Escuelas de educación secundaria técnica del sector público",22.9378555,-109.9435514,0,6,2019-11-01
6061,"Escuelas del sector privado que combinan diversos niveles de educación",22.9133869,-109.8939632,1,6,2020-11-01
6456,"Escuelas de educación superior del sector privado",24.0981450,-110.3891836,1,6,2020-11-01
6495,"Escuelas de educación superior del sector público",24.1197705,-110.3113815,0,7,2020-11-01
6497,"Escuelas de educación superior del sector público",25.0426664,-111.6393074,0,6,2020-11-01
6499,"Escuelas de educación superior del sector público",27.3201087,-112.2401655,0,6,2020-11-01
6969,"Escuelas de educación superior del sector público",18.6456590,-91.8171667,0,7,2010-07-01
6974,"Escuelas de educación media superior del sector público",19.8351051,-90.5275039,0,6,2010-07-01
7100,"Escuelas de educación media superior del sector público",19.8637815,-90.5093796,0,6,2010-07-01
7129,"Escuelas de educación media superior del sector público",19.8520500,-90.5273310,0,6,2010-07-01
7146,"Escuelas del sector privado que combinan diversos niveles de educación",19.8407114,-90.5188516,1,6,2010-07-01
7266,"Escuelas de educación superior del sector público",20.1697266,-90.1411413,0,6,2010-07-01
7541,"Escuelas de educación secundaria técnica del sector público",19.8560635,-90.5100587,0,6,2010-07-01
7543,"Escuelas de educación secundaria técnica del sector público",19.8633733,-90.4916746,0,6,2010-07-01
7643,"Escuelas de educación superior del sector público",19.8440268,-90.5400136,0,7,2010-07-01
7697,"Escuelas del sector privado que combinan diversos niveles de educación",19.8466205,-90.5179351,1,6,2010-07-01
7706,"Escuelas de educación superior del sector público",19.7938273,-90.6171816,0,6,2010-07-01
7709,"Escuelas de educación superior del sector público",19.7711225,-90.5014148,0,6,2010-07-01
7716,"Escuelas de educación superior del sector privado",19.8458617,-90.5375016,1,7,2010-07-01
8006,"Escuelas de educación superior del sector privado",18.6531385,-91.7926153,1,6,2010-07-01
8008,"Escuelas de educación superior del sector público",19.8286200,-90.5554932,0,7,2010-07-01
8009,"Escuelas de educación superior del sector público",19.8167851,-90.5293126,0,6,2010-07-01
8011,"Escuelas de educación media superior del sector público",19.8501045,-90.5305896,0,6,2010-07-01
8017,"Escuelas de educación superior del sector privado",19.8810692,-90.4780416,1,6,2010-07-01
7289,"Escuelas de educación media superior del sector público",18.6533044,-91.8111905,0,6,2014-12-01
7610,"Escuelas de educación superior del sector público",19.8456979,-90.4769428,0,6,2014-12-01
7611,"Escuelas de educación superior del sector público",18.6559391,-91.7679316,0,6,2014-12-01
7707,"Escuelas de educación superior del sector público",19.3251709,-90.7435762,0,6,2014-12-01
7712,"Escuelas de educación superior del sector público",20.3452400,-90.0457314,0,6,2014-12-01
7715,"Escuelas de educación superior del sector público",18.5979766,-90.7637277,0,6,2014-12-01
8020,"Escuelas de educación superior del sector público",18.6181463,-92.2252972,0,6,2014-12-01
7713,"Escuelas de educación superior del sector público",19.3234733,-90.7436246,0,6,2020-11-01
7714,"Escuelas de educación superior del sector público",18.5979924,-90.7640199,0,6,2020-11-01
8181,"Escuelas de educación superior del sector público",25.4268014,-101.0079137,0,6,2010-07-01
8238,"Escuelas de educación media superior del sector público",25.3898584,-101.0071832,0,6,2010-07-01
8268,"Escuelas de educación media superior del sector público",27.8574944,-101.1163007,0,6,2010-07-01
8321,"Escuelas de educación media superior del sector público",28.6840613,-100.5591652,0,6,2010-07-01
8323,"Escuelas de educación media superior del sector público",25.4511686,-102.1715430,0,6,2010-07-01
8326,"Escuelas de educación media superior del sector público",26.9231947,-101.4309234,0,6,2010-07-01
8416,"Escuelas del sector privado que combinan diversos niveles de educación",26.9225554,-101.4214981,1,6,2010-07-01
8504,"Escuelas del sector privado que combinan diversos niveles de educación",25.4908791,-100.9607326,1,6,2010-07-01
8505,"Escuelas del sector privado que combinan diversos niveles de educación",25.5254249,-103.3971819,1,6,2010-07-01
8515,"Escuelas del sector privado que combinan diversos niveles de educación",25.4561265,-100.9696293,1,6,2010-07-01
8560,"Escuelas del sector privado que combinan diversos niveles de educación",25.5297481,-103.3960032,1,6,2010-07-01
8586,"Escuelas de educación media superior del sector público",25.3881545,-100.9901683,0,6,2010-07-01
8592,"Escuelas de educación media superior del sector público",25.4491203,-101.0262907,0,6,2010-07-01
8643,"Escuelas del sector privado que combinan diversos niveles de educación",25.4512392,-100.9939776,1,6,2010-07-01
8667,"Escuelas del sector privado que combinan diversos niveles de educación",25.4436075,-101.0001975,1,6,2010-07-01
8668,"Escuelas del sector privado que combinan diversos niveles de educación",26.9269662,-101.4217643,1,6,2010-07-01
8693,"Escuelas del sector privado que combinan diversos niveles de educación",25.4293505,-100.9934271,1,6,2010-07-01
8910,"Escuelas del sector privado que combinan diversos niveles de educación",25.6041670,-103.4050363,1,7,2010-07-01
8949,"Escuelas de educación media superior del sector público",25.4398493,-100.9927504,0,6,2010-07-01
9163,"Escuelas de educación superior del sector público",25.4301341,-100.9814849,0,6,2010-07-01
9997,"Escuelas de educación secundaria general del sector público",25.4229480,-101.0090956,0,6,2010-07-01
10001,"Escuelas de educación secundaria general del sector público",25.4315916,-101.0039029,0,6,2010-07-01
10005,"Escuelas de educación secundaria general del sector público",25.4229619,-101.0091308,0,6,2010-07-01
10021,"Escuelas de educación secundaria general del sector público",25.5110351,-103.4011928,0,6,2010-07-01
10065,"Escuelas de educación secundaria general del sector público",25.5261441,-103.4331760,0,6,2010-07-01
10098,"Escuelas de educación secundaria general del sector público",25.3919915,-101.0097540,0,6,2010-07-01
10152,"Escuelas de educación secundaria técnica del sector público",25.4426180,-100.9976581,0,6,2010-07-01
10161,"Escuelas de educación secundaria técnica del sector público",25.5523907,-103.3700706,0,6,2010-07-01
10162,"Escuelas de educación secundaria técnica del sector público",25.5524335,-103.3700002,0,6,2010-07-01
10269,"Escuelas de educación superior del sector público",25.4801778,-100.9900792,0,6,2010-07-01
10274,"Escuelas de educación superior del sector público",25.4422479,-100.9915904,0,6,2010-07-01
10275,"Escuelas de educación superior del sector público",26.9446490,-101.4157510,0,7,2010-07-01
10276,"Escuelas de educación superior del sector público",25.5356406,-103.4472139,0,6,2010-07-01
10277,"Escuelas de educación superior del sector público",25.5356266,-103.4450246,0,6,2010-07-01
10287,"Escuelas de educación superior del sector público",25.4265870,-101.0132501,0,6,2010-07-01
10288,"Escuelas de educación superior del sector público",25.5391283,-103.4384346,0,6,2010-07-01
10291,"Escuelas de educación superior del sector público",25.5380477,-103.4296692,0,6,2010-07-01
10434,"Escuelas del sector privado que combinan diversos niveles de educación",25.5258316,-103.3805758,1,6,2010-07-01
10451,"Escuelas del sector privado que combinan diversos niveles de educación",25.4470252,-100.9786836,1,6,2010-07-01
10452,"Escuelas del sector privado que combinan diversos niveles de educación",25.5768402,-103.4009569,1,6,2010-07-01
10488,"Escuelas de educación superior del sector privado",25.5582960,-103.4080734,1,7,2010-07-01
10510,"Escuelas del sector privado que combinan diversos niveles de educación",25.4237144,-101.0116056,1,6,2010-07-01
10656,"Escuelas de educación superior del sector público",25.5353189,-103.4363940,0,7,2010-07-01
10657,"Escuelas de educación superior del sector público",28.6899078,-100.5682380,0,6,2010-07-01
10662,"Escuelas de educación superior del sector público",25.6118342,-103.3751936,0,6,2010-07-01
10663,"Escuelas de educación media superior del sector privado",25.4195248,-100.9618811,1,6,2010-07-01
10664,"Escuelas de educación superior del sector público",29.3467457,-101.0191360,0,6,2010-07-01
10668,"Escuelas de educación superior del sector privado",25.5183107,-103.3980578,1,6,2010-07-01
10669,"Escuelas de educación superior del sector privado",25.4463019,-100.9749203,1,6,2010-07-01
10689,"Escuelas del sector privado que combinan diversos niveles de educación",25.4519758,-100.9548180,1,6,2010-07-01
11638,"Escuelas del sector privado que combinan diversos niveles de educación",25.4755385,-100.9448889,1,6,2010-07-01
11813,"Escuelas de educación superior del sector público",25.4386121,-100.9900764,0,6,2010-07-01
11868,"Escuelas de educación secundaria técnica del sector público",25.5378497,-100.9529835,0,6,2010-07-01
11961,"Escuelas de educación superior del sector privado",25.5757246,-103.4328441,1,7,2010-07-01
12015,"Escuelas de educación superior del sector privado",25.5349456,-103.3825028,1,7,2010-07-01
12017,"Escuelas de educación superior del sector público",25.5534469,-103.3755098,0,7,2010-07-01
12018,"Escuelas de educación superior del sector público",25.3555711,-101.0298571,0,6,2010-07-01
12027,"Escuelas de educación superior del sector privado",28.6792910,-100.5441561,1,6,2010-07-01
12028,"Escuelas de educación superior del sector privado",25.5762544,-103.4484606,1,7,2010-07-01
12030,"Escuelas de educación superior del sector privado",25.4548522,-100.9676684,1,7,2010-07-01
12036,"Escuelas de educación superior del sector privado",25.6064828,-103.4005737,1,6,2010-07-01
12037,"Escuelas de educación superior del sector privado",25.4770801,-100.9638033,1,7,2010-07-01
12042,"Escuelas de educación superior del sector privado",25.6101139,-103.3999770,1,7,2010-07-01
12044,"Escuelas de educación superior del sector privado",25.4598767,-100.9137532,1,7,2010-07-01
12075,"Escuelas de educación superior del sector privado",28.6854722,-100.5584477,1,6,2012-06-01
8233,"Escuelas de educación media superior del sector público",25.5942595,-103.3143231,0,6,2014-12-01
8398,"Escuelas de educación superior del sector público",25.5726439,-100.9313425,0,6,2014-12-01
9165,"Escuelas de educación superior del sector público",25.5209251,-103.4156392,0,6,2014-12-01
10150,"Escuelas de educación secundaria técnica del sector público",25.5323537,-103.4184299,0,6,2014-12-01
10156,"Escuelas de educación secundaria técnica del sector público",25.5355978,-103.4412245,0,6,2014-12-01
10284,"Escuelas de educación superior del sector público",26.9155769,-101.4303454,0,6,2014-12-01
10655,"Escuelas de educación superior del sector público",27.9021037,-101.1674953,0,6,2014-12-01
10660,"Escuelas de educación superior del sector público",25.4411486,-100.9924191,0,7,2014-12-01
10665,"Escuelas de educación superior del sector público",26.9460600,-101.4033282,0,6,2014-12-01
10666,"Escuelas de educación superior del sector público",27.8756300,-101.4853881,0,6,2014-12-01
10677,"Escuelas de educación superior del sector privado",25.4295922,-100.9994282,1,6,2014-12-01
11641,"Escuelas del sector privado que combinan diversos niveles de educación",25.4661775,-100.9501202,1,6,2014-12-01
12014,"Escuelas de educación superior del sector privado",25.4453470,-100.9951142,1,7,2014-12-01
10286,"Escuelas de educación superior del sector público",25.4414869,-100.9919584,0,6,2016-01-01
12073,"Escuelas de educación superior del sector privado",25.4675290,-100.9796169,1,6,2016-01-01
12023,"Escuelas de educación superior del sector privado",25.5382386,-103.3433481,1,6,2016-10-01
12071,"Escuelas de educación superior del sector privado",29.3158230,-100.9317702,1,6,2016-10-01
12026,"Escuelas de educación superior del sector privado",26.9016912,-101.4277850,1,7,2018-03-01
12074,"Escuelas de educación superior del sector privado",25.5307211,-103.3757878,1,6,2018-03-01
8240,"Escuelas de educación media superior del sector público",25.5352433,-103.3356417,0,6,2019-11-01
8498,"Escuelas de educación media superior del sector público",28.6842141,-100.5845853,0,6,2019-11-01
8962,"Escuelas de educación media superior del sector público",25.5111081,-103.3923367,0,6,2019-11-01
10293,"Escuelas de educación superior del sector público",25.4446701,-100.8583702,0,6,2019-11-01
10652,"Escuelas de educación superior del sector público",25.7625831,-103.0162321,0,6,2019-11-01
10674,"Escuelas de educación superior del sector privado",26.9030469,-101.4228961,1,6,2019-11-01
10675,"Escuelas de educación superior del sector privado",28.6958650,-100.5272034,1,6,2019-11-01
12061,"Escuelas de educación superior del sector público",25.5579144,-100.9362224,0,7,2019-11-01
12059,"Escuelas de educación superior del sector público",25.5572530,-100.9353554,0,6,2020-04-01
8569,"Escuelas del sector privado que combinan diversos niveles de educación",26.9485669,-101.4297616,1,6,2020-11-01
10444,"Escuelas del sector privado que combinan diversos niveles de educación",26.8884604,-101.4223551,1,6,2020-11-01
10515,"Escuelas de educación primaria del sector privado",25.5096804,-103.3966897,1,6,2020-11-01
10654,"Escuelas de educación superior del sector público",27.9021172,-101.1675004,0,6,2020-11-01
10659,"Escuelas de educación superior del sector público",25.4413200,-100.9923355,0,7,2020-11-01
12034,"Escuelas de educación superior del sector privado",25.4149121,-101.0071033,1,6,2020-11-01
8517,"Escuelas del sector privado que combinan diversos niveles de educación",25.5738844,-103.3784244,1,6,2021-05-01
12200,"Escuelas de educación media superior del sector público",18.9253887,-103.8811563,0,6,2010-07-01
12240,"Escuelas de educación media superior del sector público",19.3049151,-103.7542495,0,6,2010-07-01
12265,"Escuelas de educación media superior del sector público",19.2463464,-103.7036833,0,6,2010-07-01
12353,"Escuelas del sector privado que combinan diversos niveles de educación",19.2627737,-103.7192391,1,6,2010-07-01
12370,"Escuelas del sector privado que combinan diversos niveles de educación",19.2567467,-103.7269665,1,6,2010-07-01
12402,"Escuelas de educación media superior del sector público",19.2364865,-103.7063469,0,6,2010-07-01
12781,"Escuelas de educación superior del sector público",19.2449466,-103.7032930,0,6,2010-07-01
12782,"Escuelas de educación superior del sector público",18.9482758,-103.8981562,0,6,2010-07-01
12854,"Escuelas de educación superior del sector privado",19.0929707,-104.3012174,1,6,2010-07-01
12865,"Escuelas de educación superior del sector público",19.2622316,-103.7247130,0,7,2010-07-01
13114,"Escuelas de educación secundaria técnica del sector público",19.2488475,-103.7044468,0,6,2010-07-01
13155,"Escuelas de educación superior del sector público",19.2132297,-103.8051799,0,7,2010-07-01
13160,"Escuelas de educación superior del sector privado",19.2450090,-103.7372348,1,7,2010-07-01
13167,"Escuelas de educación superior del sector privado",19.1033260,-104.3300418,1,6,2010-07-01
12694,"Escuelas de educación secundaria general del sector público",19.2462124,-103.7629798,0,6,2012-06-01
12876,"Escuelas de educación superior del sector público",19.2483891,-103.7220146,0,6,2014-12-01
13151,"Escuelas de educación superior del sector público",19.2486130,-103.7003974,0,7,2016-01-01
12224,"Escuelas de educación superior del sector público",19.2660780,-103.7422513,0,7,2019-11-01
13148,"Escuelas de educación superior del sector público",19.1252043,-104.4012879,0,6,2019-11-01
13164,"Escuelas de educación superior del sector público",19.1423981,-104.3130287,0,6,2019-11-01
12864,"Escuelas de educación superior del sector público",19.2622313,-103.7247126,0,7,2020-11-01
13166,"Escuelas de educación superior del sector privado",19.2596736,-103.6898905,1,6,2022-11-01
13487,"Escuelas de educación media superior del sector público",16.7775710,-93.0898390,0,6,2010-07-01
13488,"Escuelas de educación media superior del sector público",16.2580367,-92.1109834,0,6,2010-07-01
13898,"Escuelas de educación media superior del sector público",16.7503198,-93.1558714,0,6,2010-07-01
13903,"Escuelas de educación media superior del sector público",16.7528378,-93.0787167,0,6,2010-07-01
13953,"Escuelas de educación media superior del sector público",14.8869470,-92.2876547,0,6,2010-07-01
13958,"Escuelas de educación media superior del sector público",16.7081966,-92.6258526,0,6,2010-07-01
13980,"Escuelas de educación media superior del sector público",16.7787513,-93.0911988,0,6,2010-07-01
